player_id,prediction
1,58.313351063829785
2,58.313351063829785
3,58.313351063829785
4,65.2161052631579
5,63.027709090909084
6,58.313351063829785
7,62.43453642384106
8,58.313351063829785
9,58.313351063829785
10,66.0060067114094
11,66.0060067114094
12,58.313351063829785
13,65.2161052631579
14,58.313351063829785
15,65.2161052631579
16,58.313351063829785
17,58.313351063829785
18,58.313351063829785
19,58.313351063829785
20,58.313351063829785
21,58.313351063829785
22,62.43453642384106
23,58.313351063829785
24,65.2161052631579
25,58.313351063829785
26,61.22549839228296
27,58.313351063829785
28,63.027709090909084
29,58.313351063829785
30,58.313351063829785
31,63.52923913043478
32,61.22549839228296
33,66.0060067114094
34,58.313351063829785
35,58.313351063829785
36,66.23687719298245
37,58.313351063829785
38,58.313351063829785
39,63.251821561338296
40,58.313351063829785
41,58.313351063829785
42,58.313351063829785
43,58.313351063829785
44,58.313351063829785
45,58.313351063829785
46,58.313351063829785
47,58.313351063829785
48,58.313351063829785
49,58.313351063829785
50,59.31934210526316
51,58.313351063829785
52,58.313351063829785
53,63.251821561338296
54,58.313351063829785
55,58.313351063829785
56,63.027709090909084
57,63.52923913043478
58,58.313351063829785
59,58.313351063829785
60,58.313351063829785
61,58.313351063829785
62,59.31934210526316
63,59.31934210526316
64,58.313351063829785
65,58.313351063829785
66,58.313351063829785
67,62.43453642384106
68,58.313351063829785
69,58.313351063829785
70,58.313351063829785
71,58.313351063829785
72,58.313351063829785
73,58.313351063829785
74,58.313351063829785
75,66.0060067114094
76,58.313351063829785
77,58.313351063829785
78,58.313351063829785
79,58.313351063829785
80,58.313351063829785
81,58.313351063829785
82,61.42575645756458
83,58.313351063829785
84,59.31934210526316
85,58.313351063829785
86,63.251821561338296
87,58.313351063829785
88,58.313351063829785
89,58.313351063829785
90,58.313351063829785
91,58.313351063829785
92,58.313351063829785
93,58.313351063829785
94,58.313351063829785
95,58.313351063829785
96,66.0060067114094
97,63.52923913043478
98,58.313351063829785
99,63.027709090909084
100,58.313351063829785
101,65.2161052631579
102,58.313351063829785
103,61.22549839228296
104,58.313351063829785
105,63.52923913043478
106,58.313351063829785
107,58.313351063829785
108,58.313351063829785
109,58.313351063829785
110,63.251821561338296
111,58.313351063829785
112,58.313351063829785
113,58.313351063829785
114,63.52923913043478
115,65.2161052631579
116,58.313351063829785
117,58.313351063829785
118,59.31934210526316
119,58.313351063829785
120,58.313351063829785
121,58.313351063829785
122,61.22549839228296
123,58.313351063829785
124,66.0060067114094
125,58.313351063829785
126,58.313351063829785
127,58.313351063829785
128,58.313351063829785
129,58.313351063829785
130,59.31934210526316
131,58.313351063829785
132,58.313351063829785
133,58.313351063829785
134,58.313351063829785
135,58.313351063829785
136,58.313351063829785
137,63.52923913043478
138,58.313351063829785
139,58.313351063829785
140,58.313351063829785
141,58.313351063829785
142,58.313351063829785
143,58.313351063829785
144,58.313351063829785
145,63.251821561338296
146,58.313351063829785
147,66.23687719298245
148,65.2161052631579
149,58.313351063829785
150,61.42575645756458
151,58.313351063829785
152,58.313351063829785
153,58.313351063829785
154,61.42575645756458
155,58.313351063829785
156,66.23687719298245
157,63.251821561338296
158,58.313351063829785
159,61.22549839228296
160,62.43453642384106
161,58.313351063829785
162,65.2161052631579
163,58.313351063829785
164,58.313351063829785
165,61.22549839228296
166,58.313351063829785
167,58.313351063829785
168,63.251821561338296
169,63.027709090909084
170,61.42575645756458
171,58.313351063829785
172,61.42575645756458
173,58.313351063829785
174,66.0060067114094
175,58.313351063829785
176,58.313351063829785
177,58.313351063829785
178,61.22549839228296
179,61.42575645756458
180,58.313351063829785
181,58.313351063829785
182,66.0060067114094
183,58.313351063829785
184,58.313351063829785
185,63.027709090909084
186,66.0060067114094
187,58.313351063829785
188,58.313351063829785
189,58.313351063829785
190,58.313351063829785
191,63.027709090909084
192,58.313351063829785
193,58.313351063829785
194,65.2161052631579
195,58.313351063829785
196,58.313351063829785
197,58.313351063829785
198,58.313351063829785
199,58.313351063829785
200,63.251821561338296
201,58.313351063829785
202,61.42575645756458
203,61.42575645756458
204,58.313351063829785
205,58.313351063829785
206,58.313351063829785
207,58.313351063829785
208,61.22549839228296
209,63.027709090909084
210,58.313351063829785
211,58.313351063829785
212,58.313351063829785
213,58.313351063829785
214,58.313351063829785
215,58.313351063829785
216,58.313351063829785
217,63.027709090909084
218,58.313351063829785
219,65.2161052631579
220,59.31934210526316
221,63.52923913043478
222,61.22549839228296
223,58.313351063829785
224,58.313351063829785
225,58.313351063829785
226,66.0060067114094
227,61.42575645756458
228,61.42575645756458
229,62.43453642384106
230,58.313351063829785
231,66.0060067114094
232,58.313351063829785
233,58.313351063829785
234,58.313351063829785
235,58.313351063829785
236,66.0060067114094
237,58.313351063829785
238,58.313351063829785
239,58.313351063829785
240,58.313351063829785
241,63.027709090909084
242,58.313351063829785
243,66.0060067114094
244,62.43453642384106
245,58.313351063829785
246,58.313351063829785
247,58.313351063829785
248,58.313351063829785
249,58.313351063829785
250,58.313351063829785
251,58.313351063829785
252,65.2161052631579
253,58.313351063829785
254,66.23687719298245
255,63.251821561338296
256,66.23687719298245
257,58.313351063829785
258,63.251821561338296
259,58.313351063829785
260,58.313351063829785
261,58.313351063829785
262,63.52923913043478
263,58.313351063829785
264,58.313351063829785
265,58.313351063829785
266,58.313351063829785
267,58.313351063829785
268,58.313351063829785
269,61.22549839228296
270,61.22549839228296
271,62.43453642384106
272,58.313351063829785
273,58.313351063829785
